intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",60.57741572346808
A,2,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",60.494946862895446
A,2,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",66.9205227466021
A,2,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",64.83374176116108
A,2,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",66.33328744144303
A,2,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",71.79180173309453
A,2,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",69.55311977697097
A,2,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",71.1618203930161
A,2,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",65.99427987352077
A,2,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",63.936381896402395
A,2,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",65.41517245639815
A,2,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",76.36047480902928
A,2,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",73.97932803475632
A,2,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",75.69040283579669
A,2,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",67.27609700261605
A,2,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",65.1782281540516
A,2,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",66.68574149235147
A,2,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",64.70221366969233
A,2,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",62.68460616066084
A,2,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",64.1344442825245
A,2,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",63.051364889925715
A,2,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",61.085235757064424
A,2,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",62.49808189119553
A,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",149.36938455019276
A,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",154.02545953356335
A,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",156.0193212350943
A,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",157.24155988228884
A,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",162.14302275916154
A,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",164.24196642879238
A,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",180.54239079115
A,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",186.1701766438668
A,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",188.5801521524714
A,3,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",178.77413626188056
A,3,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",184.34680288315138
A,3,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",186.73317479323353
A,3,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",114.75327703569376
A,3,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",118.33031435210678
A,3,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",119.86210190613367
A,3,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",112.74050536315282
A,3,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",116.25480147018096
A,3,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",117.759721481278
A,3,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",133.0225883613817
A,3,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",137.16910839798604
A,3,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",138.94476440119564
A,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",159.04224548876164
A,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",157.2743962253406
A,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",139.98397540169316
A,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",166.39633992902438
A,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",164.54674552676056
A,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",146.45681770886625
A,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",186.72360115136593
A,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",184.64805713635081
A,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",164.34823282431194
A,3,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",184.930932968208
A,3,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",182.875315527528
A,3,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",162.77038275005407
A,3,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",126.4201231771856
A,3,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",125.01488822873804
A,3,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",111.2710107853996
A,3,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",123.34011266125462
A,3,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",121.9691138637441
A,3,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",108.56008253502159
A,3,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",138.0987921175649
A,3,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",136.56374180955336
A,3,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",121.55020736395957
A,3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",117.05983945329452
A,3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",116.58965343539438
A,3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",113.5008226821857
A,3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",111.92665384642332
A,3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",111.47708593385214
A,3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",108.52370335517097
A,3,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",111.00205698896316
A,3,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",110.55620283951178
A,3,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",107.6272173830288
A,3,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",126.10326575036031
A,3,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",125.59675563857239
A,3,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",122.26929809934376
A,3,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",113.29616618374065
A,3,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",112.84109744735699
A,3,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",109.85157786520682
A,3,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",112.31266524732018
A,3,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",111.86154686992435
A,3,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",108.89797869820164
A,3,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",110.60436200132759
A,3,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",110.16010524534136
A,3,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",107.24161367398537
A,3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",108.0362315653433
A,3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",108.8319829141112
A,3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",113.22716281244936
A,3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",111.8371691013143
A,3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",112.66091662439342
A,3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",117.21072802006252
A,3,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",108.322576682071
A,3,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",109.12043713358662
A,3,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",113.52726625628956
A,3,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",122.68999123914591
A,3,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",123.59367627697344
A,3,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",128.58500719816936
A,3,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",110.48857319636605
A,3,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",111.30238750542283
A,3,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",115.7973346992725
A,3,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",109.56452958400467
A,3,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",110.37153776015398
A,3,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",114.82889258474573
A,3,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",107.42200893544407
A,3,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",108.21323616781967
A,3,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",112.5834279772832
B,1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",112.96653641732975
B,1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",119.3749041666722
B,1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",116.17349126792176
B,1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",108.42549561127026
B,1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",114.5762591144978
B,1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",111.503536950821
B,1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",107.36224075891091
B,1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",113.45268792137698
B,1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",110.41009784731676
B,1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",114.16727537799122
B,1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",120.64375866911195
B,1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",117.40831745260824
B,1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",107.94445820919843
B,1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",114.06793341386047
B,1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",111.0088436000159
B,1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",104.00525856167043
B,1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",109.90527077649467
B,1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",106.95781583225218
B,1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",111.57881165683746
B,1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",117.90845653052008
B,1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",114.74637102985629
B,1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",115.5857991008377
B,1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",115.78565086404073
B,1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",116.23630240543454
B,1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",113.58272354069857
B,1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",113.77911191838506
B,1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",114.22195377125547
B,1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",111.6197020996909
B,1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",111.81269634679005
B,1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",112.24788467608697
B,1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",112.96333141626687
B,1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",113.15864884398248
B,1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",113.59907578068002
B,1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",112.2108118299914
B,1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",112.40482812584365
B,1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",112.84232110253812
B,1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",109.60641435679406
B,1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",109.79592756116665
B,1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",110.22326638618482
B,1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",110.47811294886976
B,1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",110.66913334964505
B,1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",111.0998707955769
B,1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",133.01087235880712
B,1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",133.01087235880712
B,1,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",133.01087235880712
B,1,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",126.52598933389787
B,1,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",126.52598933389787
B,1,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",126.52598933389787
B,1,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",120.36081721501073
B,1,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",120.36081721501073
B,1,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",120.36081721501073
B,1,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",142.0531026479962
B,1,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",142.0531026479962
B,1,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",142.0531026479962
B,1,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",125.62949208626601
B,1,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",125.62949208626601
B,1,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",125.62949208626601
B,1,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",134.0598336824309
B,1,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",134.0598336824309
B,1,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",134.0598336824309
B,1,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",112.9600027676534
B,1,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",112.9600027676534
B,1,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",112.9600027676534
B,1,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",125.17849362559706
B,1,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",125.17849362559706
B,1,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",125.17849362559706
B,1,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",124.56588112552005
B,1,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",124.56588112552005
B,1,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",124.56588112552005
B,1,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",120.93701434518242
B,1,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",120.93701434518242
B,1,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",120.93701434518242
B,1,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",142.19956233668285
B,1,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",142.19956233668285
B,1,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",142.19956233668285
B,1,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",124.42347833582967
B,1,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",124.42347833582967
B,1,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",124.42347833582967
B,1,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",133.3052875749617
B,1,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",133.3052875749617
B,1,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",133.3052875749617
B,1,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",113.01282775053865
B,1,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",113.01282775053865
B,1,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",113.01282775053865
B,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",106.64779446180637
B,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",110.07776046143051
B,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",111.6726329327709
B,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",102.54230791763825
B,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",105.84023481294267
B,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",107.37371147667358
B,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",107.62089184847387
B,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",111.0821542379337
B,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",112.69157896740339
B,3,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",126.3120498318349
B,3,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",130.37445016981076
B,3,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",132.26339322852084
B,3,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",100.57720653055455
B,3,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",103.8119325788323
B,3,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",105.3160219859259
B,3,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",99.43597000984258
B,3,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",102.63399204109564
B,3,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",104.12101474072138
B,3,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",104.99718431041521
B,3,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",108.37406401110107
B,3,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",109.94425230866503
B,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",112.6663753519002
B,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",111.74803403061011
B,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",105.48110926134669
B,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",109.74092144609925
B,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",108.84642543976524
B,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",102.74222534755245
B,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",114.3195564033914
B,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",113.38774003716074
B,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",107.02885916078633
B,3,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",125.65690305763076
B,3,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",124.63267621068783
B,3,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",117.64316975198452
B,3,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",108.3905278996055
B,3,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",107.5070389234513
B,3,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",101.47795276597142
B,3,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",107.77300384523444
B,3,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",106.8945482950181
B,3,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",100.8998111327896
B,3,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",108.20000346127568
B,3,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",107.3180674459218
B,3,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",101.2995789695867
B,3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",105.20217267653697
B,3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",104.67929692045651
B,3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",105.11198319529835
B,3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",98.56176368221576
B,3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",98.07189208170786
B,3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",98.47726700205882
B,3,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",98.8168373513294
B,3,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",98.32569798387145
B,3,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",98.73212199734368
B,3,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",107.99146239669825
B,3,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",107.4547233150395
B,3,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",107.89888166643419
B,3,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",102.94770647964548
B,3,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",102.43603586968761
B,3,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",102.85944974496135
B,3,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",105.32801622406078
B,3,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",104.80451500047916
B,3,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",105.23771885755724
B,3,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",98.77109365450228
B,3,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",98.28018164233039
B,3,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",98.6864175164394
B,3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",99.00978893248924
B,3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",103.26679818711645
B,3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",98.53390906560352
B,3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",100.11743730407944
B,3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",104.42207083323115
B,3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",99.6362336448161
B,3,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",98.83167284589557
B,3,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",103.08102384938212
B,3,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",98.3566490747605
B,3,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",106.80529878813465
B,3,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",111.39748255386648
B,3,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",106.29195064429966
B,3,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",101.79743789515055
B,3,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",106.17430446450038
B,3,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",101.30815949432613
B,3,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",103.50815129825956
B,3,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",107.95857143102539
B,3,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",103.01065053805706
B,3,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",98.99061416533331
B,3,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",103.24679898469893
B,3,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",98.51482645989688
C,1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",160.99628801347527
C,1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",160.83183337669837
C,1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",161.2303058493669
C,1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",155.62004292609944
